,type,fixed acidity,volatile acidity_big,citric acid_big,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,CpH-103,CpH-101,CpH-102,sulphates,alcohol,quality,pH_bup,sulphates_bup,alcohol_bup,quality_re,type_2,type_of_coluor,quality_re.1,type_dubl,type_of_coluor.1,the_state_manufacturing ,city,manfacutuered_name ,Quantity
126,white,7.4,390000,230000,7,0.033,29,126,0.994,3.14,3.14,3.22,0.42,10.5,5,8.68,10.246,11.812,13.378,greeen ,greeen ,14.378,white,greeen ,Argentina,paris,CASTEL FRERES,10000
127,white,6.5,240000,320000,7.6,0.038,48,203,0.9958,3.45,3.45,3.22,0.54,9.7,7,10.125,12.106,14.087,16.068,yellow ,yellow ,17.068,white,yellow ,France,Buenos Aires,CASTEL FRERES,10000
128,white,6.1,300000,560000,2.8,0.044,47,179,0.9924,3.3,3.3,3.22,0.57,10.9,7,10.8,12.943,15.086,17.229,brown ,brown ,18.229,white,brown ,Argentina,mancity,CASTEL FRERES,10000
129,white,6.1,300000,560000,2.7,0.046,46,184,0.9924,3.31,3.31,3.22,0.57,10.9,6,9.795,11.635,13.475,15.315,red,red,16.315,white,red,France,"Washington, D.C.",CASTEL FRERES,10000
130,purple,5.7,260000,250000,10.4,0.02,7,57,0.994,3.39,3.39,3.22,0.37,10.6,5,8.605,10.111,11.617,13.123,black,black,14.123,white,black,Argentina,Buenos Aires ,CASTEL FRERES,10000
131,purple,6.5,240000,320000,7.6,0.038,48,203,0.9958,3.45,3.45,3.22,0.54,9.7,7,10.125,12.106,14.087,16.068,gray,gray,17.068,white,gray,England ,paris,CASTEL FRERES,10000
132,purple,6.5,425000,400000,13.1,0.038,59,241,0.9979,3.23,3.23,3.22,0.57,9,5,7.885,9.259,10.633,12.007,greeen ,greeen ,13.007,white,greeen ,USA,Buenos Aires,CASTEL FRERES,10000
133,purple,6.6,240000,270000,15.8,0.035,46,188,0.9982,3.24,3.24,3.22,0.51,9.2,5,7.98,9.377,10.774,12.171,yellow ,yellow ,13.171,white,yellow ,England ,mancity,CASTEL FRERES,10000
134,purple,6.8,270000,220000,8.1,0.034,55,203,0.9961,3.19,3.19,3.22,0.52,8.9,5,7.855,9.236,10.617,11.998,brown ,brown ,12.998,white,brown ,England ,"Washington, D.C.",CASTEL FRERES,10000
135,purple,6.7,270000,310000,15.7,0.036,44,179,0.9979,3.26,3.26,3.22,0.56,9.6,5,8.17,9.596,11.022,12.448,red,red,13.448,white,red,England ,Buenos Aires ,CASTEL FRERES,10000
136,purple,8.2,230000,400000,1.2,0.027,36,121,0.992,3.12,3.12,3.22,0.38,10.7,6,9.79,11.686,13.582,15.478,black,black,16.478,white,black,England ,paris,CASTEL FRERES,10000
137,purple,7.1,370000,670000,10.5,0.045,49,155,0.9975,3.16,3.16,3.22,0.44,8.7,5,7.77,9.148,10.526,11.904,gray,gray,12.904,white,gray,England ,Buenos Aires,CASTEL FRERES,10000
138,purple,6.8,190000,360000,1.9,0.035,30,96,0.9917,3.15,3.15,3.22,0.54,10.8,7,10.825,13.006,15.187,17.368,greeen ,greeen ,18.368,white,greeen ,England ,mancity,CASTEL FRERES,10000
139,purple,8.1,280000,390000,1.9,0.029,18,79,0.9923,,,3.22,0.52,11.8,6,,11.58666667,14.32666667,17.06666667,yellow ,yellow ,18.06666667,white,yellow ,England ,"Washington, D.C.",�ACCOLADE WINES,10000
140,purple,6.3,310000,340000,2.2,0.045,20,77,0.9927,3.3,3.3,3.22,0.43,10.2,5,8.45,9.937,11.424,12.911,brown ,brown ,13.911,white,brown ,England ,Buenos Aires ,�ACCOLADE WINES,10000
141,white,7.1,370000,670000,10.5,0.045,49,155,0.9975,3.16,3.16,3.22,0.44,8.7,5,7.77,9.148,10.526,11.904,red,red,12.904,white,red,England ,paris,�ACCOLADE WINES,10000
142,white,7.9,210000,400000,1.2,0.039,38,107,0.992,3.21,3.21,3.22,0.54,10.8,6,9.795,11.658,13.521,15.384,black,black,16.384,white,black,England ,Buenos Aires,�ACCOLADE WINES,10000
143,white,8.5,210000,410000,4.3,0.036,24,99,0.9947,3.18,3.18,3.22,0.53,9.7,6,9.26,11.023,12.786,14.549,gray,gray,15.549,white,gray,France,mancity,�ACCOLADE WINES,10000
144,white,8.1,200000,400000,2,0.037,19,87,0.9921,3.12,3.12,3.22,0.54,11.2,6,10.04,11.97,13.9,15.83,greeen ,greeen ,16.83,white,greeen ,France,"Washington, D.C.",�ACCOLADE WINES,10000
145,white,6.3,255000,370000,1.1,0.04,37,114,0.9905,3,3,3.22,0.39,10.9,6,9.95,11.901,13.852,15.803,yellow ,yellow ,16.803,white,yellow ,France,Buenos Aires ,�ACCOLADE WINES,10000
146,white,5.6,160000,270000,1.4,0.044,53,168,0.9918,3.28,3.28,3.22,0.37,10.1,6,9.41,11.199,12.988,14.777,brown ,brown ,15.777,white,brown ,France,paris,�ACCOLADE WINES,10000
147,white,6.4,595000,140000,5.2,0.058,15,97,0.9951,3.38,3.38,3.22,0.36,9,4,6.81,7.86,8.91,9.96,red,red,10.96,white,red,France,Buenos Aires,�ACCOLADE WINES,10000
148,white,6.3,340000,330000,4.6,0.034,19,80,0.9917,3.38,3.38,3.22,0.58,12,7,11.31,13.538,15.766,17.994,black,black,18.994,white,black,France,mancity,�ACCOLADE WINES,10000
149,white,6.9,250000,300000,4.1,0.054,23,116,0.994,2.99,2.99,3.22,0.38,9.4,6,9.205,11.01,12.815,14.62,gray,gray,15.62,white,gray,USA,"Washington, D.C.",�ACCOLADE WINES,10000
150,white,7.9,220000,380000,8,0.043,46,152,0.9934,3.12,3.12,3.22,0.32,11.5,7,11.19,13.472,15.754,18.036,greeen ,greeen ,19.036,white,greeen ,USA,Buenos Aires ,�ACCOLADE WINES,10000
151,white,7.6,180000,460000,10.2,0.055,58,135,0.9968,3.14,3.14,3.22,0.43,9.9,6,9.38,11.185,12.99,14.795,yellow ,yellow ,15.795,white,yellow ,USA,paris,�ACCOLADE WINES,10000
152,white,6.9,250000,300000,4.1,0.054,23,116,0.994,2.99,2.99,3.22,0.38,9.4,6,9.205,11.01,12.815,14.62,brown ,brown ,15.62,white,brown ,USA,Buenos Aires,�ACCOLADE WINES,10000
153,white,7.2,180000,410000,1.2,0.048,41,97,0.9919,3.14,3.14,3.22,0.45,10.4,5,8.63,10.183,11.736,13.289,red,red,14.289,white,red,USA,mancity,�ACCOLADE WINES,10000
154,white,8.2,230000,400000,7.5,0.049,12,76,0.9966,3.06,3.06,3.22,0.84,9.7,6,9.32,11.088,12.856,14.624,black,black,15.624,white,black,USA,"Washington, D.C.",�ACCOLADE WINES,10000
155,white,7.4,240000,420000,14,0.066,48,198,0.9979,2.89,2.89,3.22,0.42,8.9,6,9.005,10.786,12.567,14.348,gray,gray,15.348,white,gray,USA,Buenos Aires ,�ACCOLADE WINES,10000
156,white,7.4,240000,420000,14,0.066,48,198,0.9979,2.89,2.89,3.22,0.42,8.9,6,9.005,10.786,12.567,14.348,greeen ,greeen ,15.348,white,greeen ,USA,paris,�ACCOLADE WINES,10000
157,white,6.1,320000,240000,1.5,0.036,38,124,0.9898,3.29,3.29,3.22,0.42,12.4,7,11.555,13.866,16.177,18.488,yellow ,yellow ,19.488,white,yellow ,USA,Buenos Aires,�ACCOLADE WINES,10000
158,white,5.2,440000,40000,1.4,0.036,43,119,0.9894,3.36,3.36,3.22,0.33,12.1,8,12.37,14.939,17.508,20.077,brown ,brown ,21.077,white,brown ,Argentina,mancity,�ACCOLADE WINES,10000
159,white,5.2,440000,40000,1.4,0.036,43,119,0.9894,3.36,3.36,3.22,0.33,12.1,8,12.37,14.939,17.508,20.077,red,red,21.077,white,red,France,"Washington, D.C.",�ACCOLADE WINES,10000
160,white,6.1,320000,240000,1.5,0.036,38,124,0.9898,3.29,3.29,3.22,0.42,12.4,7,11.555,13.866,16.177,18.488,black,black,19.488,white,black,Argentina,Buenos Aires ,�ACCOLADE WINES,10000
161,white,6.4,220000,560000,14.5,0.055,27,159,0.998,2.98,2.98,3.22,0.4,9.1,5,8.06,9.536,11.012,12.488,gray,gray,13.488,white,gray,France,paris,�ACCOLADE WINES,10000
162,white,6.3,360000,300000,4.8,0.049,14,85,0.9932,3.28,3.28,3.22,0.39,10.6,5,8.66,10.197,11.734,13.271,greeen ,greeen ,14.271,white,greeen ,Argentina,Buenos Aires,�ACCOLADE WINES,10000
163,white,7.4,240000,420000,14,0.066,48,198,0.9979,2.89,2.89,3.22,0.42,8.9,6,9.005,10.786,12.567,14.348,yellow ,yellow ,15.348,white,yellow ,England ,mancity,�ACCOLADE WINES,10000
164,white,6.7,240000,350000,13.1,0.05,64,205,0.997,3.15,3.15,3.22,0.5,9.5,5,8.175,9.63,11.085,12.54,brown ,brown ,13.54,white,brown ,USA,"Washington, D.C.",�ACCOLADE WINES,10000
165,white,7,230000,360000,13,0.051,72,177,0.9972,3.16,3.16,3.22,0.49,9.8,5,8.32,9.803,11.286,12.769,red,red,13.769,white,red,England ,Buenos Aires ,�ACCOLADE WINES,10000
166,white,8.4,270000,460000,8.7,0.048,39,197,0.9974,3.14,3.14,3.22,0.59,9.6,6,9.23,10.989,12.748,14.507,black,black,15.507,white,black,England ,paris,�ACCOLADE WINES,10000
167,white,6.7,460000,180000,2.4,0.034,25,98,0.9896,3.08,3.08,3.22,0.44,12.6,7,11.76,14.152,16.544,18.936,gray,gray,19.936,white,gray,England ,Buenos Aires,�ACCOLADE WINES,10000
168,white,7.5,290000,310000,8.95,0.055,20,151,0.9968,3.08,3.08,3.22,0.54,9.3,5,8.11,9.562,11.014,12.466,greeen ,greeen ,13.466,white,greeen ,England ,mancity,�ACCOLADE WINES,10000
169,white,9.8,420000,480000,9.85,0.034,5,110,0.9958,2.87,2.87,3.22,0.29,10,5,8.565,10.175,11.785,13.395,yellow ,yellow ,14.395,white,yellow ,England ,"Washington, D.C.",�ACCOLADE WINES,10000
170,white,7.1,300000,460000,1.5,0.066,29,133,0.9906,3.12,3.12,3.22,0.54,12.7,6,10.79,12.87,14.95,17.03,brown ,brown ,18.03,white,brown ,England ,Buenos Aires ,�ACCOLADE WINES,10000
171,white,7.9,190000,450000,1.5,0.045,17,96,0.9917,3.13,3.13,3.22,0.39,11,6,9.935,11.857,13.779,15.701,red,red,16.701,white,red,England ,paris,�ACCOLADE WINES,10000
172,white,7.6,480000,370000,0.8,0.037,4,100,0.9902,3.03,3.03,3.22,0.39,11.4,4,8.185,9.577,10.969,12.361,black,black,13.361,white,black,England ,Buenos Aires,�ACCOLADE WINES,10000
173,white,6.3,220000,430000,4.55,0.038,31,130,0.9918,3.35,3.35,3.22,0.33,11.5,7,11.075,13.287,15.499,17.711,gray,gray,18.711,white,gray,England ,mancity,�ACCOLADE WINES,10000
174,white,,270000,310000,17.7,0.051,33,173,0.999,3.09,3.09,3.22,0.64,10.2,5,8.555,10.084,11.613,13.142,greeen ,greeen ,14.142,white,greeen ,England ,"Washington, D.C.",�ACCOLADE WINES,10000
175,white,6.9,230000,400000,7.5,0.04,50,151,0.9927,3.11,3.11,3.22,0.27,11.4,6,10.145,12.125,14.105,16.085,yellow ,yellow ,17.085,white,yellow ,France,Buenos Aires ,�ACCOLADE WINES,10000
176,white,7.2,320000,470000,5.1,0.044,19,65,0.991,3.03,3.03,3.22,0.41,12.6,4,8.785,10.295,11.805,13.315,brown ,brown ,14.315,white,brown ,France,paris,�ACCOLADE WINES,10000
177,white,5.9,230000,300000,12.9,0.054,57,170,0.9972,3.28,3.28,3.22,0.39,9.4,5,8.06,9.477,10.894,12.311,red,red,13.311,white,red,France,Buenos Aires,�ACCOLADE WINES,10000
178,white,6,670000,70000,1.2,0.06,9,108,0.9931,3.11,3.11,3.22,0.35,8.7,4,6.795,7.897,8.999,10.101,black,black,11.101,white,black,France,mancity,�ACCOLADE WINES,10000
179,white,6.4,250000,320000,5.5,0.049,41,176,0.995,3.19,3.19,3.22,0.68,9.2,6,9.005,10.7,12.395,14.09,gray,gray,15.09,white,gray,France,"Washington, D.C.",�ACCOLADE WINES,10000
180,white,6.4,330000,310000,5.5,0.048,42,173,0.9951,3.19,3.19,3.22,0.66,9.3,6,9.055,10.762,12.469,14.176,greeen ,greeen ,15.176,white,greeen ,France,Buenos Aires ,�ACCOLADE WINES,10000
181,white,7.1,340000,150000,1.2,0.053,61,183,0.9936,3.09,3.09,3.22,0.43,9.2,5,8.055,9.505,10.955,12.405,yellow ,yellow ,13.405,white,yellow ,USA,paris,�ACCOLADE WINES,10000
182,white,6.8,280000,400000,22,0.048,48,167,1.001,2.93,2.93,3.22,0.5,8.7,5,7.885,9.326,10.767,12.208,brown ,brown ,13.208,white,brown ,USA,Buenos Aires,�ACCOLADE WINES,10000
183,white,6.9,270000,400000,14,0.05,64,227,0.9979,3.18,3.18,3.22,0.58,9.6,6,9.21,10.958,12.706,14.454,red,red,15.454,white,red,USA,mancity,�ACCOLADE WINES,10000
184,white,6.8,260000,560000,11.9,0.043,64,226,0.997,3.02,3.02,3.22,0.63,9.3,5,8.14,9.601,11.062,12.523,black,black,13.523,white,black,USA,"Washington, D.C.",�ACCOLADE WINES,10000
185,white,6.8,290000,560000,11.9,0.043,66,230,0.9972,3.02,3.02,3.22,0.63,9.3,5,8.14,9.601,11.062,12.523,gray,gray,13.523,white,gray,USA,Buenos Aires ,�ACCOLADE WINES,10000
186,white,6.7,240000,410000,9.4,0.04,49,166,0.9954,3.12,3.12,3.22,0.61,9.9,6,9.39,11.183,12.976,14.769,greeen ,greeen ,15.769,white,greeen ,USA,paris,�ACCOLADE WINES,10000
187,white,5.9,300000,230000,4.2,0.038,42,119,0.9924,3.15,3.15,3.22,0.5,11,5,8.925,10.53,12.135,13.74,yellow ,yellow ,14.74,white,yellow ,USA,Buenos Aires,�ACCOLADE WINES,10000
188,white,6.8,530000,350000,3.8,0.034,26,109,0.9906,3.26,3.26,3.22,0.57,12.7,8,12.72,15.355,17.99,20.625,brown ,brown ,21.625,white,brown ,USA,mancity,�ACCOLADE WINES,10000
189,white,6.5,280000,280000,8.5,0.047,54,210,0.9962,3.09,3.09,3.22,0.54,8.9,4,6.905,8.014,9.123,10.232,red,red,11.232,white,red,USA,"Washington, D.C.",�PERNOD RICARD,10000
190,white,6.6,280000,280000,8.5,0.052,55,211,0.9962,3.09,3.09,3.22,0.55,8.9,6,8.905,10.613,12.321,14.029,black,black,15.029,white,black,Argentina,Buenos Aires ,�PERNOD RICARD,10000
191,white,6.8,280000,400000,22,0.048,48,167,1.001,2.93,2.93,3.22,0.5,8.7,5,7.885,9.326,10.767,12.208,gray,gray,13.208,white,gray,France,paris,�PERNOD RICARD,10000
192,white,6.8,280000,360000,8,0.045,28,123,0.9928,3.02,3.02,3.22,0.37,11.4,6,10.19,12.187,14.184,16.181,greeen ,greeen ,17.181,white,greeen ,Argentina,Buenos Aires,�PERNOD RICARD,10000
193,white,6.6,150000,340000,5.1,0.055,34,125,0.9942,3.36,3.36,3.22,0.42,9.6,5,8.12,9.53,10.94,12.35,yellow ,yellow ,13.35,white,yellow ,France,mancity,�PERNOD RICARD,10000
194,white,6.4,290000,440000,3.6,0.2,75,181,0.9942,3.02,3.02,3.22,0.41,9.1,5,8.04,9.503,10.966,12.429,brown ,brown ,13.429,white,brown ,Argentina,"Washington, D.C.",�PERNOD RICARD,10000
195,white,6.4,300000,450000,3.5,0.197,76,180,0.9942,3.02,3.02,3.22,0.39,9.1,6,9.04,10.805,12.57,14.335,red,red,15.335,white,red,England ,Buenos Aires ,�PERNOD RICARD,10000
196,white,6.4,290000,440000,3.6,0.197,75,183,0.9942,3.01,3.01,3.22,0.38,9.1,5,8.045,9.514,10.983,12.452,black,black,13.452,white,black,USA,paris,�PERNOD RICARD,10000
197,white,6.8,260000,240000,7.8,0.052,54,214,0.9961,3.13,3.13,3.22,0.47,8.9,5,7.885,9.289,10.693,12.097,gray,gray,13.097,white,gray,England ,Buenos Aires,�PERNOD RICARD,10000
198,white,7.1,320000,240000,13.1,0.05,52,204,0.998,3.1,3.1,3.22,0.49,8.8,5,7.85,9.251,10.652,12.053,greeen ,greeen ,13.053,white,greeen ,England ,mancity,�PERNOD RICARD,10000
199,white,6.8,260000,240000,7.8,0.052,54,214,0.9961,3.13,3.13,3.22,0.47,8.9,5,7.885,9.289,10.693,12.097,yellow ,yellow ,13.097,white,yellow ,England ,"Washington, D.C.",�PERNOD RICARD,10000
200,white,6.8,270000,260000,16.1,0.049,55,196,0.9984,3.15,3.15,3.22,0.5,9.3,5,8.075,9.51,10.945,12.38,brown ,brown ,13.38,white,brown ,England ,Buenos Aires ,�PERNOD RICARD,10000
201,white,7.1,320000,240000,13.1,0.05,52,204,0.998,3.1,3.1,3.22,0.49,8.8,5,7.85,9.251,10.652,12.053,red,red,13.053,white,red,England ,paris,�PERNOD RICARD,10000
202,white,6.9,540000,320000,13.2,0.05,53,236,0.9973,3.2,3.2,3.22,0.5,9.6,5,8.2,9.65,11.1,12.55,black,black,13.55,white,black,England ,Buenos Aires,�PERNOD RICARD,10000
203,white,6.8,260000,340000,13.9,0.034,39,134,0.9949,3.33,3.33,3.22,0.53,12,6,10.335,12.283,14.231,16.179,gray,gray,17.179,white,gray,England ,mancity,�PERNOD RICARD,10000
204,white,5.8,280000,350000,2.3,0.053,36,114,0.9924,3.28,3.28,3.22,0.5,10.2,4,7.46,8.646,9.832,11.018,greeen ,greeen ,12.018,white,greeen ,England ,"Washington, D.C.",�PERNOD RICARD,10000
205,white,6.4,210000,500000,11.6,0.042,45,153,0.9972,3.15,3.15,3.22,0.43,8.8,5,7.825,9.217,10.609,12.001,yellow ,yellow ,13.001,white,yellow ,England ,Buenos Aires ,�PERNOD RICARD,10000
206,white,7,160000,320000,8.3,0.045,38,126,0.9958,3.21,3.21,3.22,0.34,9.2,5,7.995,9.418,10.841,12.264,brown ,brown ,13.264,white,brown ,England ,paris,�PERNOD RICARD,10000
207,white,10.2,440000,880000,6.2,0.049,20,124,0.9968,2.99,2.99,3.22,0.51,9.9,4,7.455,8.697,9.939,11.181,red,red,12.181,white,red,France,Buenos Aires,�PERNOD RICARD,10000
208,white,6.8,570000,290000,2.2,0.04,15,77,0.9938,3.32,3.32,3.22,0.74,10.2,5,8.44,9.89,11.34,12.79,black,black,13.79,white,black,France,mancity,�PERNOD RICARD,10000
209,white,6.1,400000,310000,0.9,0.048,23,170,0.993,3.22,3.22,3.22,0.77,9.5,6,9.14,10.847,12.554,14.261,gray,gray,15.261,white,gray,France,"Washington, D.C.",�PERNOD RICARD,10000
210,white,5.6,245000,250000,9.7,0.032,12,68,0.994,3.31,3.31,3.22,0.34,10.5,5,8.595,10.118,11.641,13.164,greeen ,greeen ,14.164,white,greeen ,France,Buenos Aires ,�PERNOD RICARD,10000
211,white,6.8,180000,380000,1.4,0.038,35,111,0.9918,3.32,3.32,3.22,0.59,11.2,7,10.94,13.105,15.27,17.435,yellow ,yellow ,18.435,white,yellow ,France,paris,�PERNOD RICARD,10000
212,white,7,160000,320000,8.3,0.045,38,126,0.9958,3.21,3.21,3.22,0.34,9.2,5,7.995,9.418,10.841,12.264,brown ,brown ,13.264,white,brown ,France,Buenos Aires,�PERNOD RICARD,10000
213,white,6.7,130000,290000,5.3,0.051,31,122,0.9944,3.44,3.44,3.22,0.37,9.7,6,9.13,10.831,12.532,14.233,red,red,15.233,white,red,USA,mancity,�PERNOD RICARD,10000
214,white,6.2,250000,250000,1.4,0.03,35,105,0.9912,3.3,3.3,3.22,0.44,11.1,7,10.9,13.076,15.252,17.428,black,black,18.428,white,black,USA,"Washington, D.C.",�PERNOD RICARD,10000
215,white,5.8,260000,240000,9.2,0.044,55,152,0.9961,3.31,3.31,3.22,0.38,9.4,5,8.045,9.454,10.863,12.272,gray,gray,13.272,white,gray,USA,Buenos Aires ,�PERNOD RICARD,10000
216,white,7.5,270000,360000,7,0.036,45,164,0.9939,3.03,3.03,3.22,0.33,11,5,8.985,10.643,12.301,13.959,greeen ,greeen ,14.959,white,greeen ,USA,paris,�PERNOD RICARD,10000
217,white,5.8,260000,240000,9.2,0.044,55,152,0.9961,3.31,3.31,3.22,0.38,9.4,5,8.045,9.454,10.863,12.272,yellow ,yellow ,13.272,white,yellow ,USA,Buenos Aires,�PERNOD RICARD,10000
218,white,5.7,280000,240000,17.5,0.044,60,167,0.9989,3.31,3.31,3.22,0.44,9.4,5,8.045,9.448,10.851,12.254,brown ,brown ,13.254,white,brown ,USA,mancity,�GRUPO PENAFLOR,10000
219,white,7.5,230000,360000,7,0.036,43,161,0.9938,3.04,3.04,3.22,0.32,11,5,8.98,10.636,12.292,13.948,red,red,14.948,white,red,USA,"Washington, D.C.",�CONSTELLATION BRANDS,10000
220,white,7.5,270000,360000,7,0.036,45,164,0.9939,3.03,3.03,3.22,0.33,11,5,8.985,10.643,12.301,13.959,black,black,14.959,white,black,USA,Buenos Aires ,�THE WINE GROUP,10000
221,white,7.2,685000,210000,9.5,0.07,33,172,0.9971,3,3,3.22,0.55,9.1,6,9.05,10.805,12.56,14.315,gray,gray,15.315,white,gray,USA,paris,�E & J GALLO,10000
222,white,6.2,250000,250000,1.4,0.03,35,105,0.9912,3.3,3.3,3.22,0.44,11.1,7,10.9,13.076,15.252,17.428,greeen ,greeen ,18.428,white,greeen ,Argentina,Buenos Aires,TREASURY WINE ESTATE,10000
223,white,6.5,190000,300000,0.8,0.043,33,144,0.9936,3.42,3.42,3.22,0.39,9.1,6,8.84,10.485,12.13,13.775,yellow ,yellow ,14.775,white,yellow ,France,mancity,TREASURY WINE ESTATE,10000
224,white,6.3,495000,220000,1.8,0.046,31,140,0.9929,3.39,3.39,3.22,,10.4,6,9.505,10.75142857,11.99785714,13.24428571,brown ,brown ,14.24428571,white,brown ,Argentina,"Washington, D.C.",TREASURY WINE ESTATE,10000
225,white,7.1,240000,410000,17.8,0.046,39,145,0.9998,3.32,3.32,3.22,0.39,8.7,5,7.69,9.025,10.36,11.695,red,red,12.695,white,red,France,Buenos Aires ,TREASURY WINE ESTATE,10000
226,white,6.4,170000,320000,2.4,0.048,41,200,0.9938,3.5,3.5,3.22,0.5,9.7,6,9.1,10.77,12.44,14.11,black,black,15.11,white,black,Argentina,paris,TREASURY WINE ESTATE,10000
227,white,7.1,250000,320000,10.3,0.041,66,272,0.9969,3.17,3.17,3.22,0.52,9.1,6,8.965,10.672,12.379,14.086,gray,gray,15.086,white,gray,England ,Buenos Aires,TREASURY WINE ESTATE,10000
228,white,6.4,170000,320000,2.4,0.048,41,200,0.9938,3.5,3.5,3.22,0.5,9.7,6,9.1,10.77,12.44,14.11,greeen ,greeen ,15.11,white,greeen ,USA,mancity,TREASURY WINE ESTATE,10000
229,white,7.1,240000,410000,17.8,0.046,39,145,0.9998,3.32,3.32,3.22,0.39,8.7,5,7.69,9.025,10.36,11.695,yellow ,yellow ,12.695,white,yellow ,England ,"Washington, D.C.",TREASURY WINE ESTATE,10000
230,white,6.8,640000,80000,9.7,0.062,26,142,0.9972,3.37,3.37,3.22,0.46,8.9,4,6.765,7.798,8.831,9.864,brown ,brown ,10.864,white,brown ,England ,Buenos Aires ,TREASURY WINE ESTATE,10000
231,white,8.3,280000,400000,7.8,0.041,38,194,0.9976,3.34,3.34,3.22,0.51,9.6,6,9.13,10.837,12.544,14.251,red,red,15.251,white,red,England ,paris,�VINA CONCHA Y TORO,10000
232,white,8.2,270000,390000,7.8,0.039,49,208,0.9976,3.31,3.31,3.22,0.51,9.5,6,9.095,10.801,12.507,14.213,black,black,15.213,white,black,England ,Buenos Aires,�VINA CONCHA Y TORO,10000
233,white,7.2,230000,380000,14.3,0.058,55,194,0.9979,3.09,3.09,3.22,0.44,9,6,8.955,10.684,12.413,14.142,gray,gray,15.142,white,gray,England ,mancity,�VINA CONCHA Y TORO,10000
234,white,7.2,230000,380000,14.3,0.058,55,194,0.9979,3.09,3.09,3.22,0.44,9,6,8.955,10.684,12.413,14.142,greeen ,greeen ,15.142,white,greeen ,England ,"Washington, D.C.",�VINA CONCHA Y TORO,10000
235,white,7.2,230000,380000,14.3,0.058,55,194,0.9979,3.09,3.09,3.22,0.44,9,6,8.955,10.684,12.413,14.142,yellow ,yellow ,15.142,white,yellow ,England ,Buenos Aires ,�VINA CONCHA Y TORO,10000
236,white,7.2,230000,380000,14.3,0.058,55,194,0.9979,3.09,3.09,3.22,0.44,9,6,8.955,10.684,12.413,14.142,brown ,brown ,15.142,white,brown ,England ,paris,�VINA CONCHA Y TORO,10000
237,white,6.8,520000,320000,13.2,0.044,54,221,0.9972,3.27,3.27,3.22,0.5,9.6,6,9.165,10.894,12.623,14.352,red,red,15.352,white,red,England ,Buenos Aires,�VINA CONCHA Y TORO,10000
238,white,7,260000,590000,1.4,0.037,40,120,0.9918,3.34,3.34,3.22,0.41,11.1,7,10.88,13.047,15.214,17.381,black,black,18.381,white,black,England ,mancity,�VINA CONCHA Y TORO,10000
239,white,6.2,250000,210000,15.55,0.039,28,159,0.9982,3.48,3.48,3.22,0.64,9.6,6,9.06,10.712,12.364,14.016,gray,gray,15.016,white,gray,France,"Washington, D.C.",�VINA CONCHA Y TORO,10000
240,white,7.3,320000,230000,13.7,0.05,49,197,0.9985,3.2,3.2,3.22,0.46,8.7,5,7.75,9.114,10.478,11.842,greeen ,greeen ,12.842,white,greeen ,France,Buenos Aires ,�VINA CONCHA Y TORO,10000
241,white,7.7,310000,260000,7.8,0.031,23,90,0.9944,3.13,3.13,3.22,0.5,10.4,5,8.635,10.186,11.737,13.288,yellow ,yellow ,14.288,white,yellow ,France,paris,�VINA CONCHA Y TORO,10000
242,white,7.1,210000,370000,2.4,0.026,23,100,0.9903,3.15,3.15,3.22,0.38,11.4,7,11.125,13.382,15.639,17.896,brown ,brown ,18.896,white,brown ,France,Buenos Aires,�VINA CONCHA Y TORO,10000
243,white,6.8,240000,340000,2.7,0.047,64.5,218.5,0.9934,3.3,3.3,3.22,0.58,9.7,6,9.2,10.922,12.644,14.366,red,red,15.366,white,red,France,mancity,�VINA CONCHA Y TORO,10000
244,white,6.9,400000,560000,11.2,0.043,40,142,0.9975,3.14,3.14,3.22,0.46,8.7,5,7.78,9.162,10.544,11.926,black,black,12.926,white,black,France,"Washington, D.C.",�VINA CONCHA Y TORO,10000
245,white,6.1,180000,360000,2,0.038,20,249.5,0.9923,3.37,3.37,3.22,0.79,11.3,6,9.965,11.805,13.645,15.485,gray,gray,16.485,white,gray,USA,Buenos Aires ,CASTEL FRERES,10000
246,white,6.8,210000,270000,2.1,0.03,26,139,0.99,3.16,3.16,3.22,0.61,12.6,7,11.72,14.071,16.422,18.773,greeen ,greeen ,19.773,white,greeen ,USA,paris,CASTEL FRERES,10000
247,white,5.8,200000,270000,1.4,0.031,12,77,0.9905,3.25,3.25,3.22,0.36,10.9,7,10.825,13.004,15.183,17.362,yellow ,yellow ,18.362,white,yellow ,USA,Buenos Aires,CASTEL FRERES,10000
248,white,5.6,190000,260000,1.4,0.03,12,76,0.9905,3.25,3.25,3.22,0.37,10.9,7,10.825,13.003,15.181,17.359,brown ,brown ,18.359,white,brown ,USA,mancity,CASTEL FRERES,10000
249,white,,410000,140000,10.4,0.037,18,119,0.996,3.38,3.38,3.22,0.45,10,5,8.31,9.751,11.192,12.633,red,red,13.633,white,red,USA,"Washington, D.C.",CASTEL FRERES,10000
250,white,5.9,210000,280000,4.6,0.053,40,199,0.9964,3.72,3.72,3.22,0.7,10,4,7.14,8.154,9.168,10.182,black,black,11.182,white,black,USA,Buenos Aires ,CASTEL FRERES,10000
251,white,8.5,260000,210000,16.2,0.074,41,197,0.998,3.02,3.02,3.22,0.5,9.8,3,6.39,7.314,8.238,9.162,gray,gray,10.162,white,gray,USA,paris,CASTEL FRERES,10000
